ds,sales,n_clients,imputed,weekday
2015-01-02 09:00:00,627.1400000000001,120.0,1,4
2015-01-02 10:00:00,627.1400000000001,120.0,-1,4
2015-01-02 11:00:00,1015.3199999999999,175.0,-1,4
2015-01-02 12:00:00,1048.1100000000001,195.0,-1,4
2015-01-02 13:00:00,904.24,240.0,-1,4
2015-01-02 14:00:00,688.27,179.0,-1,4
2015-01-02 15:00:00,348.4,81.0,-1,4
2015-01-02 16:00:00,319.16,47.0,-1,4
2015-01-02 17:00:00,448.86,67.0,-1,4
2015-01-02 18:00:00,417.15,90.0,-1,4
2015-01-02 19:00:00,530.0699999999999,109.0,-1,4
2015-01-02 20:00:00,682.97,145.0,-1,4
2015-01-02 21:00:00,108.81,29.0,-1,4
2015-01-03 09:00:00,575.1700000000001,102.0,1,5
2015-01-03 10:00:00,575.1700000000001,102.0,-1,5
2015-01-03 11:00:00,939.3,170.0,-1,5
2015-01-03 12:00:00,1027.69,194.0,-1,5
2015-01-03 13:00:00,1231.26,229.0,-1,5
2015-01-03 14:00:00,787.1,196.0,-1,5
2015-01-03 15:00:00,352.14,75.0,-1,5
2015-01-03 16:00:00,285.64,55.0,-1,5
2015-01-03 17:00:00,362.58,68.0,-1,5
2015-01-03 18:00:00,615.97,108.0,-1,5
2015-01-03 19:00:00,604.5,125.0,-1,5
2015-01-03 20:00:00,643.29,132.0,-1,5
2015-01-03 21:00:00,98.46,25.0,-1,5
2015-01-05 09:00:00,809.52,136.0,1,0
2015-01-05 10:00:00,809.52,136.0,-1,0
2015-01-05 11:00:00,1032.55,199.0,-1,0
2015-01-05 12:00:00,1289.0700000000002,260.0,-1,0
2015-01-05 13:00:00,1795.6399999999999,316.0,-1,0
2015-01-05 14:00:00,873.17,199.0,-1,0
2015-01-05 15:00:00,494.61,112.0,-1,0
2015-01-05 16:00:00,502.63,76.0,-1,0
2015-01-05 17:00:00,481.42,106.0,-1,0
2015-01-05 18:00:00,903.08,195.0,-1,0
2015-01-05 19:00:00,838.3000000000001,201.0,-1,0
2015-01-05 20:00:00,618.77,147.0,-1,0
2015-01-05 21:00:00,415.67,86.0,-1,0
2015-01-06 09:00:00,128.0,51.0,1,1
2015-01-06 10:00:00,128.0,51.0,-1,1
2015-01-06 11:00:00,115.8,52.0,-1,1
2015-01-06 12:00:00,180.46,81.0,-1,1
2015-01-06 13:00:00,232.68,93.0,-1,1
2015-01-06 14:00:00,81.0,34.0,-1,1
2015-01-06 15:00:00,66.31,27.5,1,1
2015-01-06 16:00:00,51.62,21.0,1,1
2015-01-06 17:00:00,36.92999999999999,14.5,1,1
2015-01-06 18:00:00,22.24,8.0,-1,1
2015-01-06 19:00:00,79.59,12.0,-1,1
2015-01-06 20:00:00,57.39,14.0,-1,1
2015-01-06 21:00:00,52.95,11.0,-1,1
2015-01-07 09:00:00,441.92,115.0,1,2
2015-01-07 10:00:00,441.92,115.0,-1,2
2015-01-07 11:00:00,799.8900000000001,157.0,-1,2
2015-01-07 12:00:00,1068.12,206.0,-1,2
2015-01-07 13:00:00,1175.55,264.0,-1,2
2015-01-07 14:00:00,839.03,166.0,-1,2
2015-01-07 15:00:00,331.65,82.0,-1,2
2015-01-07 16:00:00,200.93,56.0,-1,2
2015-01-07 17:00:00,324.32,69.0,-1,2
2015-01-07 18:00:00,588.0,111.0,-1,2
2015-01-07 19:00:00,753.3499999999999,138.0,-1,2
2015-01-07 20:00:00,666.6700000000001,152.0,-1,2
2015-01-07 21:00:00,81.0,30.0,-1,2
2015-01-08 09:00:00,640.81,127.0,1,3
2015-01-08 10:00:00,640.81,127.0,-1,3
2015-01-08 11:00:00,657.2900000000002,155.0,-1,3
2015-01-08 12:00:00,980.0600000000001,205.0,-1,3
2015-01-08 13:00:00,1180.29,277.0,-1,3
2015-01-08 14:00:00,582.06,123.0,-1,3
2015-01-08 15:00:00,239.70000000000002,68.0,-1,3
2015-01-08 16:00:00,238.78000000000003,47.0,-1,3
2015-01-08 17:00:00,438.47,76.0,-1,3
2015-01-08 18:00:00,836.29,142.0,-1,3
2015-01-08 19:00:00,856.79,173.0,-1,3
2015-01-08 20:00:00,787.42,163.0,-1,3
2015-01-08 21:00:00,199.53,48.0,-1,3
2015-01-09 09:00:00,421.62,112.0,1,4
2015-01-09 10:00:00,421.62,112.0,-1,4
2015-01-09 11:00:00,2073.16,159.0,-1,4
2015-01-09 12:00:00,1059.95,197.0,-1,4
2015-01-09 13:00:00,1173.8400000000001,262.0,-1,4
2015-01-09 14:00:00,636.26,153.0,-1,4
2015-01-09 15:00:00,521.9,78.0,-1,4
2015-01-09 16:00:00,334.32,49.0,-1,4
2015-01-09 17:00:00,506.76,77.0,-1,4
2015-01-09 18:00:00,442.66999999999996,98.0,-1,4
2015-01-09 19:00:00,518.8199999999999,114.0,-1,4
2015-01-09 20:00:00,727.0,154.0,-1,4
2015-01-09 21:00:00,151.48,40.0,-1,4
2015-01-10 09:00:00,565.27,113.0,1,5
2015-01-10 10:00:00,565.27,113.0,-1,5
2015-01-10 11:00:00,943.19,181.0,-1,5
2015-01-10 12:00:00,1028.16,188.0,-1,5
2015-01-10 13:00:00,1428.8600000000001,248.0,-1,5
2015-01-10 14:00:00,960.0,168.0,-1,5
2015-01-10 15:00:00,482.24,85.0,-1,5
2015-01-10 16:00:00,290.13,48.0,-1,5
2015-01-10 17:00:00,298.73,54.0,-1,5
2015-01-10 18:00:00,614.27,114.0,-1,5
2015-01-10 19:00:00,576.34,121.0,-1,5
2015-01-10 20:00:00,842.29,156.0,-1,5
2015-01-10 21:00:00,357.94,65.0,-1,5
2015-01-12 09:00:00,495.54,114.0,1,0
2015-01-12 10:00:00,495.54,114.0,-1,0
2015-01-12 11:00:00,880.98,172.0,-1,0
2015-01-12 12:00:00,743.99,190.0,-1,0
2015-01-12 13:00:00,1433.33,271.0,-1,0
2015-01-12 14:00:00,630.9200000000001,172.0,-1,0
2015-01-12 15:00:00,400.68,92.0,-1,0
2015-01-12 16:00:00,261.55,57.0,-1,0
2015-01-12 17:00:00,413.49,75.0,-1,0
2015-01-12 18:00:00,673.01,130.0,-1,0
2015-01-12 19:00:00,927.4200000000001,181.0,-1,0
2015-01-12 20:00:00,712.57,135.0,-1,0
2015-01-12 21:00:00,197.46,37.0,-1,0
2015-01-13 09:00:00,501.63,108.0,1,1
2015-01-13 10:00:00,501.63,108.0,-1,1
2015-01-13 11:00:00,825.22,155.0,-1,1
2015-01-13 12:00:00,911.0600000000001,223.0,-1,1
2015-01-13 13:00:00,889.7800000000001,229.0,-1,1
2015-01-13 14:00:00,690.79,169.0,-1,1
2015-01-13 15:00:00,243.72000000000003,60.0,-1,1
2015-01-13 16:00:00,179.47,34.0,-1,1
2015-01-13 17:00:00,391.09,74.0,-1,1
2015-01-13 18:00:00,664.84,119.0,-1,1
2015-01-13 19:00:00,786.2,151.0,-1,1
2015-01-13 20:00:00,773.01,154.0,-1,1
2015-01-13 21:00:00,177.0,44.0,-1,1
2015-01-14 09:00:00,997.96,118.0,1,2
2015-01-14 10:00:00,997.96,118.0,-1,2
2015-01-14 11:00:00,1612.84,173.0,-1,2
2015-01-14 12:00:00,2098.26,222.0,-1,2
2015-01-14 13:00:00,1854.03,247.0,-1,2
2015-01-14 14:00:00,1355.85,153.0,-1,2
2015-01-14 15:00:00,2.0,1.0,-1,2
2015-01-14 16:00:00,2.2,1.2,1,2
2015-01-14 17:00:00,2.4,1.4,1,2
2015-01-14 18:00:00,2.6,1.6,1,2
