ds,sales,n_clients,imputed
2015-01-02 09:00:00,170.51,40.0,yes
2015-01-02 09:30:00,170.51,40.0,yes
2015-01-02 10:00:00,170.51,40.0,no
2015-01-02 10:30:00,272.91,51.0,no
2015-01-02 11:00:00,359.37,76.0,no
2015-01-02 11:30:00,350.99,67.0,no
2015-01-02 12:00:00,438.51,86.0,no
2015-01-02 12:30:00,231.21,79.0,no
2015-01-02 13:00:00,408.63,92.0,no
2015-01-02 13:30:00,369.58,88.0,no
2015-01-02 14:00:00,351.26,89.0,no
2015-01-02 14:30:00,295.94,67.0,no
2015-01-02 15:00:00,153.1,37.0,no
2015-01-02 15:30:00,94.78,23.0,no
2015-01-02 16:00:00,54.04,12.0,no
2015-01-02 16:30:00,93.09,16.0,no
2015-01-02 17:00:00,166.79000000000005,29.0,no
2015-01-02 17:30:00,171.64999999999995,18.0,no
2015-01-02 18:00:00,165.34,33.0,no
2015-01-02 18:30:00,132.47,31.0,no
2015-01-02 19:00:00,259.93,42.0,no
2015-01-02 19:30:00,230.07,46.0,no
2015-01-02 20:00:00,177.48000000000005,32.0,no
2015-01-02 20:30:00,199.58,53.0,no
2015-01-02 21:00:00,130.13,30.0,no
2015-01-03 09:00:00,174.14999999999995,46.0,yes
2015-01-03 09:30:00,174.14999999999995,46.0,yes
2015-01-03 10:00:00,174.14999999999995,46.0,no
2015-01-03 10:30:00,301.32,66.0,no
2015-01-03 11:00:00,348.38,61.0,no
2015-01-03 11:30:00,348.45,77.0,no
2015-01-03 12:00:00,530.1800000000002,94.0,no
2015-01-03 12:30:00,507.02,74.0,no
2015-01-03 13:00:00,333.44,75.0,no
2015-01-03 13:30:00,490.44,98.0,no
2015-01-03 14:00:00,436.22,89.0,no
2015-01-03 14:30:00,316.3400000000001,67.0,no
2015-01-03 15:00:00,237.35,53.0,no
2015-01-03 15:30:00,97.17,22.0,no
2015-01-03 16:00:00,140.2,20.0,no
2015-01-03 16:30:00,147.68,22.0,no
2015-01-03 17:00:00,114.41,19.0,no
2015-01-03 17:30:00,118.18,21.0,no
2015-01-03 18:00:00,154.88,31.0,no
2015-01-03 18:30:00,184.97000000000003,36.0,no
2015-01-03 19:00:00,193.81,39.0,no
2015-01-03 19:30:00,191.44,36.0,no
2015-01-03 20:00:00,185.37,43.0,no
2015-01-03 20:30:00,171.09,40.0,no
2015-01-03 21:00:00,169.53,26.0,no
2015-01-05 09:00:00,245.58,59.0,yes
2015-01-05 09:30:00,245.58,59.0,yes
2015-01-05 10:00:00,245.58,59.0,no
2015-01-05 10:30:00,225.49,54.0,no
2015-01-05 11:00:00,297.75,65.0,no
2015-01-05 11:30:00,381.2000000000001,75.0,no
2015-01-05 12:00:00,495.42,113.0,no
2015-01-05 12:30:00,393.02,109.0,no
2015-01-05 13:00:00,391.43,98.0,no
2015-01-05 13:30:00,527.96,128.0,no
2015-01-05 14:00:00,406.51,106.0,no
2015-01-05 14:30:00,298.37,74.0,no
2015-01-05 15:00:00,136.19,37.0,no
2015-01-05 15:30:00,144.23,45.0,no
2015-01-05 16:00:00,117.7,27.0,no
2015-01-05 16:30:00,109.08,23.0,no
2015-01-05 17:00:00,126.21,27.0,no
2015-01-05 17:30:00,154.01999999999995,36.0,no
2015-01-05 18:00:00,262.16,59.0,no
2015-01-05 18:30:00,328.22,57.0,no
2015-01-05 19:00:00,357.5,79.0,no
2015-01-05 19:30:00,247.9,60.0,no
2015-01-05 20:00:00,258.77,54.0,no
2015-01-05 20:30:00,222.63,44.0,no
2015-01-05 21:00:00,200.02,51.0,no
2015-01-06 09:00:00,10.0,4.0,yes
2015-01-06 09:30:00,10.0,4.0,yes
2015-01-06 10:00:00,10.0,4.0,yes
2015-01-06 10:30:00,10.0,4.0,yes
2015-01-06 11:00:00,10.0,4.0,yes
2015-01-06 11:30:00,10.0,4.0,yes
2015-01-06 12:00:00,10.0,4.0,yes
2015-01-06 12:30:00,10.0,4.0,yes
2015-01-06 13:00:00,10.0,4.0,yes
2015-01-06 13:30:00,10.0,4.0,yes
2015-01-06 14:00:00,10.0,4.0,yes
2015-01-06 14:30:00,10.0,4.0,yes
