ds,sales,n_clients,imputed
2015-01-02 09:00:00,96.54,20.0,yes
2015-01-02 09:30:00,96.54,20.0,yes
2015-01-02 10:00:00,96.54,20.0,no
2015-01-02 10:30:00,110.33,21.0,no
2015-01-02 11:00:00,338.57,33.0,no
2015-01-02 11:30:00,288.51,40.0,no
2015-01-02 12:00:00,187.67,25.0,no
2015-01-02 12:30:00,372.24,46.0,no
2015-01-02 13:00:00,322.03,47.0,no
2015-01-02 13:30:00,276.28,43.0,no
2015-01-02 14:00:00,282.15,35.0,no
2015-01-02 14:30:00,118.45,26.0,no
2015-01-02 15:00:00,4.0,2.0,no
2015-01-02 15:30:00,3.3333333333333335,1.6666666666666667,yes
2015-01-02 16:00:00,2.666666666666667,1.3333333333333335,yes
2015-01-02 16:30:00,2.0,1.0,no
2015-01-02 17:00:00,41.31,8.0,no
2015-01-02 17:30:00,125.28,18.0,no
2015-01-02 18:00:00,80.18,14.0,no
2015-01-02 18:30:00,180.96,23.0,no
2015-01-02 19:00:00,281.63,38.0,no
2015-01-02 19:30:00,188.02,30.0,no
2015-01-02 20:00:00,194.83,25.0,no
2015-01-02 20:30:00,230.57,30.0,no
2015-01-02 21:00:00,46.16,5.0,no
2015-01-02 21:30:00,46.16,5.0,yes
2015-01-03 09:00:00,144.13,17.0,yes
2015-01-03 09:30:00,144.13,17.0,yes
2015-01-03 10:00:00,144.13,17.0,no
2015-01-03 10:30:00,127.9,18.0,no
2015-01-03 11:00:00,151.61,22.0,no
2015-01-03 11:30:00,397.62,35.0,no
2015-01-03 12:00:00,373.88,45.0,no
2015-01-03 12:30:00,268.45,37.0,no
2015-01-03 13:00:00,297.64,35.0,no
2015-01-03 13:30:00,327.86,39.0,no
2015-01-03 14:00:00,239.08,37.0,no
2015-01-03 14:30:00,201.2,28.0,no
2015-01-03 15:00:00,23.82,4.0,no
2015-01-03 15:30:00,36.5325,7.25,yes
2015-01-03 16:00:00,49.245000000000005,10.5,yes
2015-01-03 16:30:00,61.9575,13.75,yes
2015-01-03 17:00:00,74.67,17.0,no
2015-01-03 17:30:00,30.92,6.0,no
2015-01-03 18:00:00,175.76,34.0,no
2015-01-03 18:30:00,289.69,29.0,no
2015-01-03 19:00:00,255.4,29.0,no
2015-01-03 19:30:00,296.5800000000001,36.0,no
2015-01-03 20:00:00,256.79,38.0,no
2015-01-03 20:30:00,159.92000000000004,29.0,no
