ds,sales,n_clients,imputed
2015-01-02 09:00:00,172.01,33.0,yes
2015-01-02 09:30:00,172.01,33.0,yes
2015-01-02 10:00:00,172.01,33.0,no
2015-01-02 10:30:00,134.91,28.0,no
2015-01-02 11:00:00,328.5,36.0,no
2015-01-02 11:30:00,315.46,48.0,no
2015-01-02 12:00:00,352.4,52.0,no
2015-01-02 12:30:00,304.16,56.0,no
2015-01-02 13:00:00,343.81,61.0,no
2015-01-02 13:30:00,346.36,55.0,no
2015-01-02 14:00:00,212.19,37.0,no
2015-01-02 14:30:00,223.54,36.0,no
2015-01-02 15:00:00,4.4,1.0,no
2015-01-02 15:30:00,27.3575,5.25,yes
2015-01-02 16:00:00,50.315,9.5,yes
2015-01-02 16:30:00,73.27250000000001,13.75,yes
2015-01-02 17:00:00,96.23,18.0,no
2015-01-02 17:30:00,129.64999999999998,22.0,no
2015-01-02 18:00:00,145.21,23.0,no
2015-01-02 18:30:00,150.31,25.0,no
2015-01-02 19:00:00,157.6,27.0,no
2015-01-02 19:30:00,179.56,30.0,no
2015-01-02 20:00:00,225.77,32.0,no
2015-01-02 20:30:00,157.94,23.0,no
2015-01-02 21:00:00,74.0,11.0,no
2015-01-02 21:30:00,74.0,11.0,yes
2015-01-03 09:00:00,153.33,21.0,yes
2015-01-03 09:30:00,153.33,21.0,yes
2015-01-03 10:00:00,153.33,21.0,no
2015-01-03 10:30:00,207.72,32.0,no
2015-01-03 11:00:00,279.4,39.0,no
2015-01-03 11:30:00,274.42,51.0,no
2015-01-03 12:00:00,329.81,45.0,no
2015-01-03 12:30:00,438.0,55.0,no
2015-01-03 13:00:00,439.57,63.0,no
2015-01-03 13:30:00,353.99,54.0,no
2015-01-03 14:00:00,318.69,49.0,no
2015-01-03 14:30:00,201.09,28.0,no
2015-01-03 15:00:00,9.75,2.0,no
2015-01-03 15:30:00,27.2775,5.75,yes
2015-01-03 16:00:00,44.805,9.5,yes
2015-01-03 16:30:00,62.332499999999996,13.25,yes
2015-01-03 17:00:00,79.86,17.0,no
2015-01-03 17:30:00,184.29,20.0,no
2015-01-03 18:00:00,175.62,29.0,no
2015-01-03 18:30:00,127.56,22.0,no
2015-01-03 19:00:00,157.43,27.0,no
2015-01-03 19:30:00,225.9,39.0,no
2015-01-03 20:00:00,170.42,30.0,no
2015-01-03 20:30:00,220.53,38.0,no
2015-01-03 21:00:00,1.0,1.0,no
2015-01-03 21:30:00,1.0,1.0,yes
2015-01-05 09:00:00,900.0699999999998,36.0,yes
2015-01-05 09:30:00,900.0699999999998,36.0,yes
2015-01-05 10:00:00,900.0699999999998,36.0,no
2015-01-05 10:30:00,326.4600000000001,43.0,no
2015-01-05 11:00:00,487.43,45.0,no
2015-01-05 11:30:00,370.2,52.0,no
2015-01-05 12:00:00,371.52,54.0,no
2015-01-05 12:30:00,2249.61,66.0,no
2015-01-05 13:00:00,429.25,69.0,no
2015-01-05 13:30:00,650.63,73.0,no
2015-01-05 14:00:00,441.31000000000006,58.0,no
2015-01-05 14:30:00,338.56,46.0,no
2015-01-05 15:00:00,44.11,9.0,no
2015-01-05 15:30:00,75.8775,14.5,yes
2015-01-05 16:00:00,107.64500000000001,20.0,yes
2015-01-05 16:30:00,139.41250000000002,25.5,yes
2015-01-05 17:00:00,171.18,31.0,no
2015-01-05 17:30:00,163.2,33.0,no
2015-01-05 18:00:00,302.28,56.0,no
2015-01-05 18:30:00,311.04,45.0,no
2015-01-05 19:00:00,349.5,62.0,no
