ds,sales,n_clients,imputed
2015-01-02 09:00:00,439.13,81.0,yes
2015-01-02 09:30:00,439.13,81.0,yes
2015-01-02 10:00:00,439.13,81.0,no
2015-01-02 10:30:00,500.15,99.0,no
2015-01-02 11:00:00,625.61,109.0,no
2015-01-02 11:30:00,492.11,121.0,no
2015-01-02 12:00:00,484.26,118.0,no
2015-01-02 12:30:00,737.3,157.0,no
2015-01-02 13:00:00,608.19,150.0,no
2015-01-02 13:30:00,550.81,141.0,no
2015-01-02 14:00:00,359.02,101.0,no
2015-01-02 14:30:00,600.62,101.0,no
2015-01-02 15:00:00,309.75,66.0,no
2015-01-02 15:30:00,137.25,42.0,no
2015-01-02 16:00:00,119.21,24.0,no
2015-01-02 16:30:00,179.28,32.0,no
2015-01-02 17:00:00,259.0,49.0,no
2015-01-02 17:30:00,293.57,49.0,no
2015-01-02 18:00:00,122.29,39.0,no
2015-01-02 18:30:00,427.81,82.0,no
2015-01-02 19:00:00,306.86,62.0,no
2015-01-02 19:30:00,310.17,68.0,no
2015-01-02 20:00:00,329.6,73.0,no
2015-01-02 20:30:00,183.61,44.0,no
2015-01-02 21:00:00,63.31,28.0,no
2015-01-03 09:00:00,373.07,82.0,yes
2015-01-03 09:30:00,373.07,82.0,yes
2015-01-03 10:00:00,373.07,82.0,no
2015-01-03 10:30:00,432.48,97.0,no
2015-01-03 11:00:00,867.68,122.0,no
2015-01-03 11:30:00,831.36,142.0,no
2015-01-03 12:00:00,685.26,126.0,no
2015-01-03 12:30:00,746.03,143.0,no
2015-01-03 13:00:00,887.6800000000002,158.0,no
2015-01-03 13:30:00,691.14,151.0,no
2015-01-03 14:00:00,462.78,102.0,no
2015-01-03 14:30:00,446.07000000000005,95.0,no
2015-01-03 15:00:00,356.67,57.0,no
2015-01-03 15:30:00,227.87,40.0,no
2015-01-03 16:00:00,162.60000000000005,35.0,no
2015-01-03 16:30:00,202.88,38.0,no
2015-01-03 17:00:00,290.16,51.0,no
2015-01-03 17:30:00,175.18,35.0,no
2015-01-03 18:00:00,424.16,70.0,no
2015-01-03 18:30:00,336.78,72.0,no
2015-01-03 19:00:00,333.75,64.0,no
2015-01-03 19:30:00,466.99,66.0,no
2015-01-03 20:00:00,384.47,77.0,no
2015-01-03 20:30:00,322.0,56.0,no
2015-01-03 21:00:00,122.66,20.0,no
2015-01-04 09:00:00,202.42,35.0,yes
2015-01-04 09:30:00,202.42,35.0,yes
2015-01-04 10:00:00,202.42,35.0,no
2015-01-04 10:30:00,225.21,42.0,no
2015-01-04 11:00:00,298.42,55.0,no
2015-01-04 11:30:00,220.68,50.0,no
2015-01-04 12:00:00,412.62,77.0,no
2015-01-04 12:30:00,318.8300000000001,76.0,no
2015-01-04 13:00:00,361.02,87.0,no
2015-01-04 13:30:00,322.32,69.0,no
2015-01-04 14:00:00,216.0,57.0,no
2015-01-04 14:30:00,12.0,1.0,no
2015-01-04 15:00:00,12.0,1.0,yes
2015-01-04 15:30:00,12.0,1.0,yes
2015-01-04 16:00:00,12.0,1.0,yes
2015-01-04 16:30:00,12.0,1.0,yes
2015-01-04 17:00:00,12.0,1.0,yes
2015-01-04 17:30:00,12.0,1.0,yes
2015-01-04 18:00:00,12.0,1.0,yes
2015-01-04 18:30:00,12.0,1.0,yes
2015-01-04 19:00:00,12.0,1.0,yes
2015-01-04 19:30:00,12.0,1.0,yes
2015-01-04 20:00:00,12.0,1.0,yes
2015-01-04 20:30:00,12.0,1.0,yes
2015-01-04 21:00:00,12.0,1.0,yes
2015-01-05 09:00:00,395.71,84.0,yes
2015-01-05 09:30:00,395.71,84.0,yes
2015-01-05 10:00:00,395.71,84.0,no
2015-01-05 10:30:00,587.6,118.0,no
2015-01-05 11:00:00,521.08,116.0,no
2015-01-05 11:30:00,540.21,119.0,no
2015-01-05 12:00:00,755.81,154.0,no
2015-01-05 12:30:00,1202.97,146.0,no
2015-01-05 13:00:00,761.25,175.0,no
2015-01-05 13:30:00,817.05,162.0,no
2015-01-05 14:00:00,557.9,135.0,no
2015-01-05 14:30:00,605.44,127.0,no
2015-01-05 15:00:00,244.06,60.0,no
2015-01-05 15:30:00,208.01,55.0,no
2015-01-05 16:00:00,301.55,61.0,no
2015-01-05 16:30:00,307.5900000000001,58.0,no
2015-01-05 17:00:00,310.75,52.0,no
2015-01-05 17:30:00,552.09,71.0,no
2015-01-05 18:00:00,684.5799999999998,116.0,no
2015-01-05 18:30:00,522.49,95.0,no
2015-01-05 19:00:00,530.15,86.0,no
2015-01-05 19:30:00,347.56,87.0,no
2015-01-05 20:00:00,379.66,94.0,no
2015-01-05 20:30:00,230.95,59.0,no
2015-01-05 21:00:00,160.49,44.0,no
2015-01-06 09:00:00,109.0,36.0,yes
2015-01-06 09:30:00,109.0,36.0,yes
2015-01-06 10:00:00,109.0,36.0,no
2015-01-06 10:30:00,160.0,52.0,no
2015-01-06 11:00:00,172.75,66.0,no
2015-01-06 11:30:00,184.13,63.0,no
2015-01-06 12:00:00,167.07999999999996,58.0,no
2015-01-06 12:30:00,174.13,74.0,no
2015-01-06 13:00:00,247.08,89.0,no
2015-01-06 13:30:00,148.22,60.0,no
2015-01-06 14:00:00,118.08,42.0,no
2015-01-06 14:30:00,116.60374999999999,39.0,yes
2015-01-06 15:00:00,115.1275,36.0,yes
2015-01-06 15:30:00,113.65125,33.0,yes
2015-01-06 16:00:00,112.175,30.0,yes
2015-01-06 16:30:00,110.69874999999999,27.0,yes
2015-01-06 17:00:00,109.2225,24.0,yes
2015-01-06 17:30:00,107.74625,21.0,yes
2015-01-06 18:00:00,106.27,18.0,no
2015-01-06 18:30:00,101.03999999999999,17.5,yes
2015-01-06 19:00:00,95.81,17.0,no
2015-01-06 19:30:00,74.765,15.0,yes
2015-01-06 20:00:00,53.72,13.0,no
