ds,sales,n_clients,imputed
2017-06-12 09:00:00,3.0,2.0,yes
2017-06-12 09:30:00,3.0,2.0,yes
2017-06-12 10:00:00,3.0,2.0,yes
2017-06-12 10:30:00,3.0,2.0,yes
2017-06-12 11:00:00,3.0,2.0,yes
2017-06-12 11:30:00,3.0,2.0,yes
2017-06-12 12:00:00,3.0,2.0,yes
2017-06-12 12:30:00,3.0,2.0,yes
2017-06-12 13:00:00,3.0,2.0,yes
2017-06-12 13:30:00,3.0,2.0,yes
2017-06-12 14:00:00,3.0,2.0,yes
2017-06-12 14:30:00,3.0,2.0,yes
2017-06-12 15:00:00,3.0,2.0,yes
2017-06-12 15:30:00,3.0,2.0,yes
2017-06-12 16:00:00,3.0,2.0,yes
2017-06-12 16:30:00,3.0,2.0,yes
2017-06-12 17:00:00,3.0,2.0,no
2017-06-12 17:30:00,13.0,5.0,no
2017-06-12 18:00:00,80.57000000000002,22.0,no
2017-06-12 18:30:00,33.86,12.0,no
2017-06-12 19:00:00,53.84,20.0,no
2017-06-12 19:30:00,67.8,24.0,no
2017-06-12 20:00:00,98.51,24.0,no
2017-06-12 20:30:00,80.95,19.0,no
2017-06-12 21:00:00,2.0,1.0,no
2017-06-14 09:00:00,11.85,2.0,yes
2017-06-14 09:30:00,11.85,2.0,yes
2017-06-14 10:00:00,11.85,2.0,yes
2017-06-14 10:30:00,11.85,2.0,yes
2017-06-14 11:00:00,11.85,2.0,yes
2017-06-14 11:30:00,11.85,2.0,yes
2017-06-14 12:00:00,11.85,2.0,yes
2017-06-14 12:30:00,11.85,2.0,yes
2017-06-14 13:00:00,11.85,2.0,yes
2017-06-14 13:30:00,11.85,2.0,yes
2017-06-14 14:00:00,11.85,2.0,yes
2017-06-14 14:30:00,11.85,2.0,yes
2017-06-14 15:00:00,11.85,2.0,yes
2017-06-14 15:30:00,11.85,2.0,yes
2017-06-14 16:00:00,11.85,2.0,yes
2017-06-14 16:30:00,11.85,2.0,yes
2017-06-14 17:00:00,11.85,2.0,no
2017-06-14 17:30:00,21.42,9.0,no
2017-06-14 18:00:00,65.16,16.0,no
2017-06-14 18:30:00,68.0,14.0,no
2017-06-14 19:00:00,77.77000000000002,15.0,no
2017-06-14 19:30:00,93.32,22.0,no
2017-06-14 20:00:00,79.15,30.0,no
2017-06-14 20:30:00,75.84,24.0,no
2017-06-14 21:00:00,75.84,24.0,yes
2017-06-15 09:00:00,18.55,9.0,no
2017-06-15 09:30:00,40.81999999999999,9.0,no
2017-06-15 10:00:00,69.89,18.0,no
2017-06-15 10:30:00,46.1,13.0,no
2017-06-15 11:00:00,69.44,18.0,no
2017-06-15 11:30:00,90.74,23.0,no
2017-06-15 12:00:00,74.92,19.0,no
2017-06-15 12:30:00,87.92,27.0,no
2017-06-15 13:00:00,79.06,27.0,no
2017-06-15 13:30:00,107.25,38.0,no
2017-06-15 14:00:00,133.84,31.0,no
2017-06-15 14:30:00,36.34,13.0,no
2017-06-15 15:00:00,27.85,10.0,no
2017-06-15 15:30:00,9.0,3.0,no
2017-06-15 16:00:00,25.32,7.0,no
2017-06-15 16:30:00,62.0,13.0,no
2017-06-15 17:00:00,13.0,7.0,no
2017-06-15 17:30:00,29.57,11.0,no
2017-06-15 18:00:00,30.03,11.0,no
2017-06-15 18:30:00,71.88,16.0,no
2017-06-15 19:00:00,58.12,18.0,no
2017-06-15 19:30:00,105.6,21.0,no
2017-06-15 20:00:00,73.17,26.0,no
2017-06-15 20:30:00,156.54,31.0,no
2017-06-15 21:00:00,14.4,4.0,no
2017-06-16 09:00:00,78.83,17.0,no
2017-06-16 09:30:00,36.38,15.0,no
2017-06-16 10:00:00,47.57,14.0,no
2017-06-16 10:30:00,30.17,11.0,no
2017-06-16 11:00:00,71.9,29.0,no
2017-06-16 11:30:00,56.87,21.0,no
2017-06-16 12:00:00,69.49,25.0,no
2017-06-16 12:30:00,119.03,26.0,no
2017-06-16 13:00:00,126.7,34.0,no
2017-06-16 13:30:00,144.25,32.0,no
2017-06-16 14:00:00,83.37,22.0,no
2017-06-16 14:30:00,103.36,18.0,no
2017-06-16 15:00:00,49.93,13.0,no
2017-06-16 15:30:00,24.76,12.0,no
2017-06-16 16:00:00,16.66,4.0,no
2017-06-16 16:30:00,35.8,12.0,no
2017-06-16 17:00:00,31.0,8.0,no
2017-06-16 17:30:00,94.74,22.0,no
2017-06-16 18:00:00,57.99,18.0,no
2017-06-16 18:30:00,40.66,9.0,no
2017-06-16 19:00:00,99.95,26.0,no
2017-06-16 19:30:00,66.24,20.0,no
2017-06-16 20:00:00,37.2,10.0,no
2017-06-16 20:30:00,73.0,22.0,no
2017-06-16 21:00:00,4.0,1.0,no
2017-06-17 09:00:00,35.89,10.0,no
2017-06-17 09:30:00,162.04,8.0,no
2017-06-17 10:00:00,75.24,20.0,no
2017-06-17 10:30:00,45.62,13.0,no
2017-06-17 11:00:00,121.28,27.0,no
2017-06-17 11:30:00,77.53999999999998,20.0,no
2017-06-17 12:00:00,126.28,28.0,no
2017-06-17 12:30:00,107.08,28.0,no
2017-06-17 13:00:00,229.08,32.0,no
2017-06-17 13:30:00,140.34,33.0,no
2017-06-17 14:00:00,77.59,20.0,no
2017-06-17 14:30:00,57.06,20.0,no
2017-06-17 15:00:00,24.0,11.0,no
2017-06-17 15:30:00,41.27,11.0,no
2017-06-17 16:00:00,43.03,10.0,no
2017-06-17 16:30:00,35.0,15.0,no
2017-06-17 17:00:00,46.24,8.0,no
2017-06-17 17:30:00,71.44,16.0,no
2017-06-17 18:00:00,50.3,14.0,no
2017-06-17 18:30:00,44.09,18.0,no
2017-06-17 19:00:00,7.0,4.0,no
2017-06-17 19:30:00,7.0,4.0,yes
2017-06-17 20:00:00,7.0,4.0,yes
2017-06-17 20:30:00,7.0,4.0,yes
2017-06-17 21:00:00,7.0,4.0,yes
2017-06-18 09:00:00,98.12,21.0,no
2017-06-18 09:30:00,116.13,24.0,no
2017-06-18 10:00:00,144.55,29.0,no
2017-06-18 10:30:00,341.15,41.0,no
2017-06-18 11:00:00,161.34,43.0,no
2017-06-18 11:30:00,241.67,41.0,no
2017-06-18 12:00:00,263.56,55.0,no
2017-06-18 12:30:00,151.49,36.0,no
2017-06-18 13:00:00,181.05,36.0,no
2017-06-18 13:30:00,225.68,48.0,no
2017-06-18 14:00:00,139.38,37.0,no
2017-06-18 14:30:00,117.3,29.0,no
2017-06-18 15:00:00,134.48000000000002,27.0,no
2017-06-18 15:30:00,129.84,27.0,no
2017-06-18 16:00:00,48.55,13.0,no
2017-06-18 16:30:00,99.62,22.0,no
2017-06-18 17:00:00,75.19,17.0,no
2017-06-18 17:30:00,99.01,19.0,no
2017-06-18 18:00:00,58.42,19.0,no
2017-06-18 18:30:00,80.44,19.0,no
2017-06-18 19:00:00,100.24,26.0,no
2017-06-18 19:30:00,97.75,27.0,no
2017-06-18 20:00:00,184.42,43.0,no
2017-06-18 20:30:00,131.37,38.0,no
2017-06-18 21:00:00,131.37,38.0,yes
2017-06-19 09:00:00,45.06,13.0,no
