ds,sales,n_clients,imputed
2015-01-02 09:00:00,313.8,66.0,yes
2015-01-02 09:30:00,313.8,66.0,yes
2015-01-02 10:00:00,313.8,66.0,no
2015-01-02 10:30:00,313.3400000000001,54.0,no
2015-01-02 11:00:00,545.89,89.0,no
2015-01-02 11:30:00,469.43,86.0,no
2015-01-02 12:00:00,509.22,96.0,no
2015-01-02 12:30:00,538.89,99.0,no
2015-01-02 13:00:00,520.01,134.0,no
2015-01-02 13:30:00,384.23,106.0,no
2015-01-02 14:00:00,430.77,115.0,no
2015-01-02 14:30:00,257.5,64.0,no
2015-01-02 15:00:00,206.56,51.0,no
2015-01-02 15:30:00,141.84,30.0,no
2015-01-02 16:00:00,136.05,25.0,no
2015-01-02 16:30:00,183.11,22.0,no
2015-01-02 17:00:00,214.44,37.0,no
2015-01-02 17:30:00,234.42,30.0,no
2015-01-02 18:00:00,115.01,38.0,no
2015-01-02 18:30:00,302.14,52.0,no
2015-01-02 19:00:00,288.87,51.0,no
2015-01-02 19:30:00,241.2,58.0,no
2015-01-02 20:00:00,327.11,78.0,no
2015-01-02 20:30:00,355.86,67.0,no
2015-01-02 21:00:00,108.81,29.0,no
2015-01-02 21:30:00,108.81,29.0,yes
2015-01-03 09:00:00,274.2,44.0,yes
2015-01-03 09:30:00,274.2,44.0,yes
2015-01-03 10:00:00,274.2,44.0,no
2015-01-03 10:30:00,300.97,58.0,no
2015-01-03 11:00:00,463.48,78.0,no
2015-01-03 11:30:00,475.82,92.0,no
2015-01-03 12:00:00,433.99,87.0,no
2015-01-03 12:30:00,593.7,107.0,no
2015-01-03 13:00:00,577.69,115.0,no
2015-01-03 13:30:00,653.5699999999998,114.0,no
2015-01-03 14:00:00,428.9,102.0,no
2015-01-03 14:30:00,358.2000000000001,94.0,no
2015-01-03 15:00:00,186.98,40.0,no
2015-01-03 15:30:00,165.16,35.0,no
2015-01-03 16:00:00,159.16,26.0,no
2015-01-03 16:30:00,126.48,29.0,no
2015-01-03 17:00:00,171.38,30.0,no
2015-01-03 17:30:00,191.2,38.0,no
2015-01-03 18:00:00,302.35,46.0,no
2015-01-03 18:30:00,313.62,62.0,no
2015-01-03 19:00:00,370.8,66.0,no
2015-01-03 19:30:00,233.7,59.0,no
2015-01-03 20:00:00,331.0800000000001,63.0,no
2015-01-03 20:30:00,312.21,69.0,no
2015-01-03 21:00:00,98.46,25.0,no
2015-01-03 21:30:00,98.46,25.0,yes
2015-01-04 09:00:00,28.24,19.0,yes
2015-01-04 09:30:00,28.24,19.0,yes
2015-01-04 10:00:00,28.24,19.0,no
2015-01-04 10:30:00,92.35,24.0,no
2015-01-04 11:00:00,54.33,30.0,no
2015-01-04 11:30:00,56.53,29.0,no
2015-01-04 12:00:00,76.25,41.0,no
2015-01-04 12:30:00,100.0,47.0,no
2015-01-04 13:00:00,107.31,53.0,no
2015-01-04 13:30:00,131.69,51.0,no
2015-01-04 14:00:00,76.0,42.0,no
2015-01-04 14:30:00,76.0,42.0,yes
2015-01-04 15:00:00,76.0,42.0,yes
2015-01-04 15:30:00,76.0,42.0,yes
2015-01-04 16:00:00,76.0,42.0,yes
2015-01-04 16:30:00,76.0,42.0,yes
2015-01-04 17:00:00,76.0,42.0,yes
2015-01-04 17:30:00,76.0,42.0,yes
2015-01-04 18:00:00,76.0,42.0,yes
2015-01-04 18:30:00,76.0,42.0,yes
2015-01-04 19:00:00,76.0,42.0,yes
2015-01-04 19:30:00,76.0,42.0,yes
2015-01-04 20:00:00,76.0,42.0,yes
2015-01-04 20:30:00,76.0,42.0,yes
2015-01-04 21:00:00,76.0,42.0,yes
2015-01-04 21:30:00,76.0,42.0,yes
2015-01-05 09:00:00,440.84,65.0,yes
2015-01-05 09:30:00,440.84,65.0,yes
2015-01-05 10:00:00,440.84,65.0,no
2015-01-05 10:30:00,368.68,71.0,no
2015-01-05 11:00:00,456.37,73.0,no
2015-01-05 11:30:00,576.18,126.0,no
