,ds,y,store
0,2015-01-02 10:30:00,294,5
1,2015-01-02 11:00:00,56,5
2,2015-01-02 11:30:00,133,5
3,2015-01-02 12:00:00,129,5
4,2015-01-02 12:30:00,44,5
5,2015-01-02 13:00:00,183,5
6,2015-01-02 13:30:00,56,5
7,2015-01-02 14:00:00,37,5
8,2015-01-02 14:30:00,23,5
9,2015-01-02 15:00:00,64,5
10,2015-01-02 15:30:00,269,5
11,2015-01-02 16:00:00,14,5
12,2015-01-02 16:30:00,102,5
13,2015-01-02 17:00:00,126,5
14,2015-01-02 17:30:00,56,5
15,2015-01-02 18:00:00,65,5
16,2015-01-02 18:30:00,173,5
17,2015-01-02 19:00:00,42,5
18,2015-01-02 19:30:00,0,5
19,2015-01-02 20:00:00,0,5
20,2015-01-02 20:30:00,0,5
21,2015-01-02 21:00:00,0,5
22,2015-01-02 21:30:00,0,5
23,2015-01-02 22:00:00,0,5
24,2015-01-02 22:30:00,0,5
25,2015-01-02 23:00:00,0,5
26,2015-01-02 23:30:00,0,5
27,2015-01-03 00:00:00,0,5
28,2015-01-03 00:30:00,0,5
29,2015-01-03 01:00:00,0,5
30,2015-01-03 01:30:00,0,5
31,2015-01-03 02:00:00,0,5
32,2015-01-03 02:30:00,0,5
33,2015-01-03 03:00:00,0,5
34,2015-01-03 03:30:00,0,5
35,2015-01-03 04:00:00,0,5
36,2015-01-03 04:30:00,0,5
37,2015-01-03 05:00:00,0,5
38,2015-01-03 05:30:00,0,5
39,2015-01-03 06:00:00,0,5
40,2015-01-03 06:30:00,0,5
41,2015-01-03 07:00:00,0,5
42,2015-01-03 07:30:00,0,5
43,2015-01-03 08:00:00,0,5
44,2015-01-03 08:30:00,0,5
45,2015-01-03 09:00:00,0,5
46,2015-01-03 09:30:00,0,5
47,2015-01-03 10:00:00,42,5
48,2015-01-03 10:30:00,46,5
49,2015-01-03 11:00:00,52,5
50,2015-01-03 11:30:00,240,5
51,2015-01-03 12:00:00,465,5
52,2015-01-03 12:30:00,79,5
53,2015-01-03 13:00:00,121,5
54,2015-01-03 13:30:00,301,5
55,2015-01-03 14:00:00,133,5
56,2015-01-03 14:30:00,0,5
57,2015-01-03 15:00:00,0,5
58,2015-01-03 15:30:00,0,5
59,2015-01-03 16:00:00,0,5
60,2015-01-03 16:30:00,0,5
61,2015-01-03 17:00:00,0,5
62,2015-01-03 17:30:00,0,5
63,2015-01-03 18:00:00,0,5
64,2015-01-03 18:30:00,0,5
65,2015-01-03 19:00:00,0,5
66,2015-01-03 19:30:00,0,5
67,2015-01-03 20:00:00,0,5
68,2015-01-03 20:30:00,0,5
69,2015-01-03 21:00:00,0,5
70,2015-01-03 21:30:00,0,5
71,2015-01-03 22:00:00,0,5
72,2015-01-03 22:30:00,0,5
73,2015-01-03 23:00:00,0,5
74,2015-01-03 23:30:00,0,5
75,2015-01-04 00:00:00,0,5
76,2015-01-04 00:30:00,0,5
77,2015-01-04 01:00:00,0,5
78,2015-01-04 01:30:00,0,5
79,2015-01-04 02:00:00,0,5
80,2015-01-04 02:30:00,0,5
81,2015-01-04 03:00:00,0,5
82,2015-01-04 03:30:00,0,5
83,2015-01-04 04:00:00,0,5
84,2015-01-04 04:30:00,0,5
85,2015-01-04 05:00:00,0,5
86,2015-01-04 05:30:00,0,5
87,2015-01-04 06:00:00,0,5
88,2015-01-04 06:30:00,0,5
89,2015-01-04 07:00:00,0,5
90,2015-01-04 07:30:00,0,5
91,2015-01-04 08:00:00,0,5
92,2015-01-04 08:30:00,0,5
93,2015-01-04 09:00:00,0,5
94,2015-01-04 09:30:00,0,5
95,2015-01-04 10:00:00,0,5
96,2015-01-04 10:30:00,0,5
97,2015-01-04 11:00:00,0,5
98,2015-01-04 11:30:00,0,5
99,2015-01-04 12:00:00,0,5
100,2015-01-04 12:30:00,0,5
101,2015-01-04 13:00:00,0,5
102,2015-01-04 13:30:00,0,5
103,2015-01-04 14:00:00,0,5
104,2015-01-04 14:30:00,0,5
105,2015-01-04 15:00:00,0,5
106,2015-01-04 15:30:00,0,5
107,2015-01-04 16:00:00,0,5
108,2015-01-04 16:30:00,0,5
109,2015-01-04 17:00:00,0,5
110,2015-01-04 17:30:00,0,5
111,2015-01-04 18:00:00,0,5
112,2015-01-04 18:30:00,0,5
113,2015-01-04 19:00:00,0,5
