,ds,y,store
0,2015-01-02 10:00:00,85,10
1,2015-01-02 10:30:00,187,10
2,2015-01-02 11:00:00,222,10
3,2015-01-02 11:30:00,218,10
4,2015-01-02 12:00:00,352,10
5,2015-01-02 12:30:00,491,10
6,2015-01-02 13:00:00,579,10
7,2015-01-02 13:30:00,517,10
8,2015-01-02 14:00:00,395,10
9,2015-01-02 14:30:00,473,10
10,2015-01-02 15:00:00,258,10
11,2015-01-02 15:30:00,130,10
12,2015-01-02 16:00:00,230,10
13,2015-01-02 16:30:00,72,10
14,2015-01-02 17:00:00,177,10
15,2015-01-02 17:30:00,176,10
16,2015-01-02 18:00:00,121,10
17,2015-01-02 18:30:00,232,10
18,2015-01-02 19:00:00,304,10
19,2015-01-02 19:30:00,379,10
20,2015-01-02 20:00:00,371,10
21,2015-01-02 20:30:00,460,10
22,2015-01-02 21:00:00,386,10
23,2015-01-02 21:30:00,141,10
24,2015-01-02 22:00:00,0,10
25,2015-01-02 22:30:00,0,10
26,2015-01-02 23:00:00,0,10
27,2015-01-02 23:30:00,0,10
28,2015-01-03 00:00:00,0,10
29,2015-01-03 00:30:00,0,10
30,2015-01-03 01:00:00,0,10
31,2015-01-03 01:30:00,0,10
32,2015-01-03 02:00:00,0,10
33,2015-01-03 02:30:00,0,10
34,2015-01-03 03:00:00,0,10
35,2015-01-03 03:30:00,0,10
36,2015-01-03 04:00:00,0,10
37,2015-01-03 04:30:00,0,10
38,2015-01-03 05:00:00,0,10
39,2015-01-03 05:30:00,0,10
40,2015-01-03 06:00:00,0,10
41,2015-01-03 06:30:00,0,10
42,2015-01-03 07:00:00,0,10
43,2015-01-03 07:30:00,0,10
44,2015-01-03 08:00:00,0,10
45,2015-01-03 08:30:00,0,10
46,2015-01-03 09:00:00,0,10
47,2015-01-03 09:30:00,0,10
48,2015-01-03 10:00:00,91,10
49,2015-01-03 10:30:00,177,10
50,2015-01-03 11:00:00,311,10
51,2015-01-03 11:30:00,314,10
52,2015-01-03 12:00:00,423,10
53,2015-01-03 12:30:00,622,10
54,2015-01-03 13:00:00,539,10
55,2015-01-03 13:30:00,523,10
56,2015-01-03 14:00:00,390,10
57,2015-01-03 14:30:00,497,10
58,2015-01-03 15:00:00,280,10
59,2015-01-03 15:30:00,265,10
60,2015-01-03 16:00:00,194,10
61,2015-01-03 16:30:00,144,10
62,2015-01-03 17:00:00,202,10
63,2015-01-03 17:30:00,164,10
64,2015-01-03 18:00:00,288,10
65,2015-01-03 18:30:00,114,10
66,2015-01-03 19:00:00,323,10
67,2015-01-03 19:30:00,234,10
68,2015-01-03 20:00:00,293,10
69,2015-01-03 20:30:00,422,10
70,2015-01-03 21:00:00,304,10
71,2015-01-03 21:30:00,51,10
72,2015-01-03 22:00:00,0,10
73,2015-01-03 22:30:00,0,10
74,2015-01-03 23:00:00,0,10
75,2015-01-03 23:30:00,0,10
76,2015-01-04 00:00:00,0,10
77,2015-01-04 00:30:00,0,10
78,2015-01-04 01:00:00,0,10
79,2015-01-04 01:30:00,0,10
80,2015-01-04 02:00:00,0,10
81,2015-01-04 02:30:00,0,10
82,2015-01-04 03:00:00,0,10
83,2015-01-04 03:30:00,0,10
84,2015-01-04 04:00:00,0,10
85,2015-01-04 04:30:00,0,10
86,2015-01-04 05:00:00,0,10
87,2015-01-04 05:30:00,0,10
88,2015-01-04 06:00:00,0,10
89,2015-01-04 06:30:00,0,10
90,2015-01-04 07:00:00,0,10
91,2015-01-04 07:30:00,0,10
92,2015-01-04 08:00:00,0,10
93,2015-01-04 08:30:00,0,10
94,2015-01-04 09:00:00,0,10
95,2015-01-04 09:30:00,0,10
96,2015-01-04 10:00:00,0,10
97,2015-01-04 10:30:00,0,10
98,2015-01-04 11:00:00,0,10
99,2015-01-04 11:30:00,0,10
100,2015-01-04 12:00:00,0,10
101,2015-01-04 12:30:00,0,10
102,2015-01-04 13:00:00,0,10
103,2015-01-04 13:30:00,0,10
104,2015-01-04 14:00:00,0,10
105,2015-01-04 14:30:00,0,10
106,2015-01-04 15:00:00,0,10
107,2015-01-04 15:30:00,0,10
108,2015-01-04 16:00:00,0,10
109,2015-01-04 16:30:00,0,10
110,2015-01-04 17:00:00,0,10
111,2015-01-04 17:30:00,0,10
112,2015-01-04 18:00:00,0,10
113,2015-01-04 18:30:00,0,10
114,2015-01-04 19:00:00,0,10
115,2015-01-04 19:30:00,0,10
116,2015-01-04 20:00:00,0,10
117,2015-01-04 20:30:00,0,10
118,2015-01-04 21:00:00,0,10
119,2015-01-04 21:30:00,0,10
120,2015-01-04 22:00:00,0,10
121,2015-01-04 22:30:00,0,10
122,2015-01-04 23:00:00,0,10
123,2015-01-04 23:30:00,0,10
124,2015-01-05 00:00:00,0,10
125,2015-01-05 00:30:00,0,10
126,2015-01-05 01:00:00,0,10
127,2015-01-05 01:30:00,0,10
128,2015-01-05 02:00:00,0,10
129,2015-01-05 02:30:00,0,10
130,2015-01-05 03:00:00,0,10
131,2015-01-05 03:30:00,0,10
132,2015-01-05 04:00:00,0,10
133,2015-01-05 04:30:00,0,10
134,2015-01-05 05:00:00,0,10
135,2015-01-05 05:30:00,0,10
136,2015-01-05 06:00:00,0,10
137,2015-01-05 06:30:00,0,10
138,2015-01-05 07:00:00,0,10
139,2015-01-05 07:30:00,0,10
