	ds	y
0	2015-01-02 10:00:00	55
1	2015-01-02 10:30:00	3083
2	2015-01-02 11:00:00	192
3	2015-01-02 11:30:00	608
4	2015-01-02 12:00:00	277
5	2015-01-02 12:30:00	324
6	2015-01-02 13:00:00	958
7	2015-01-02 13:30:00	315
8	2015-01-02 14:00:00	633
9	2015-01-02 14:30:00	966
10	2015-01-02 15:00:00	197
11	2015-01-02 15:30:00	108
12	2015-01-02 16:00:00	56
13	2015-01-02 16:30:00	107
14	2015-01-02 17:00:00	68
15	2015-01-02 17:30:00	75
16	2015-01-02 18:00:00	443
17	2015-01-02 18:30:00	106
18	2015-01-02 19:00:00	145
19	2015-01-02 19:30:00	225
20	2015-01-02 20:00:00	160
21	2015-01-02 20:30:00	188
22	2015-01-02 21:00:00	257
23	2015-01-02 21:30:00	70
24	2015-01-02 22:00:00	0
25	2015-01-02 22:30:00	0
26	2015-01-02 23:00:00	0
27	2015-01-02 23:30:00	0
28	2015-01-03 00:00:00	0
29	2015-01-03 00:30:00	0
30	2015-01-03 01:00:00	0
31	2015-01-03 01:30:00	0
32	2015-01-03 02:00:00	0
33	2015-01-03 02:30:00	0
34	2015-01-03 03:00:00	0
35	2015-01-03 03:30:00	0
36	2015-01-03 04:00:00	0
37	2015-01-03 04:30:00	0
38	2015-01-03 05:00:00	0
39	2015-01-03 05:30:00	0
40	2015-01-03 06:00:00	0
41	2015-01-03 06:30:00	0
42	2015-01-03 07:00:00	0
43	2015-01-03 07:30:00	0
44	2015-01-03 08:00:00	0
45	2015-01-03 08:30:00	0
46	2015-01-03 09:00:00	0
47	2015-01-03 09:30:00	0
48	2015-01-03 10:00:00	138
49	2015-01-03 10:30:00	765
50	2015-01-03 11:00:00	340
51	2015-01-03 11:30:00	265
52	2015-01-03 12:00:00	505
53	2015-01-03 12:30:00	1577
54	2015-01-03 13:00:00	4156
55	2015-01-03 13:30:00	871
56	2015-01-03 14:00:00	602
57	2015-01-03 14:30:00	1069
58	2015-01-03 15:00:00	239
59	2015-01-03 15:30:00	170
60	2015-01-03 16:00:00	69
61	2015-01-03 16:30:00	73
62	2015-01-03 17:00:00	99
63	2015-01-03 17:30:00	121
64	2015-01-03 18:00:00	145
65	2015-01-03 18:30:00	125
66	2015-01-03 19:00:00	150
67	2015-01-03 19:30:00	138
68	2015-01-03 20:00:00	198
69	2015-01-03 20:30:00	146
70	2015-01-03 21:00:00	206
71	2015-01-03 21:30:00	30
72	2015-01-03 22:00:00	0
73	2015-01-03 22:30:00	0
74	2015-01-03 23:00:00	0
75	2015-01-03 23:30:00	0
76	2015-01-04 00:00:00	0
77	2015-01-04 00:30:00	0
78	2015-01-04 01:00:00	0
79	2015-01-04 01:30:00	0
80	2015-01-04 02:00:00	0
81	2015-01-04 02:30:00	0
82	2015-01-04 03:00:00	0
83	2015-01-04 03:30:00	0
84	2015-01-04 04:00:00	0
85	2015-01-04 04:30:00	0
86	2015-01-04 05:00:00	0
87	2015-01-04 05:30:00	0
88	2015-01-04 06:00:00	0
89	2015-01-04 06:30:00	0
90	2015-01-04 07:00:00	0
91	2015-01-04 07:30:00	0
92	2015-01-04 08:00:00	0
93	2015-01-04 08:30:00	0
94	2015-01-04 09:00:00	0
95	2015-01-04 09:30:00	0
96	2015-01-04 10:00:00	34
97	2015-01-04 10:30:00	91
98	2015-01-04 11:00:00	117
99	2015-01-04 11:30:00	175
100	2015-01-04 12:00:00	170
101	2015-01-04 12:30:00	147
102	2015-01-04 13:00:00	137
103	2015-01-04 13:30:00	148
104	2015-01-04 14:00:00	145
105	2015-01-04 14:30:00	53
106	2015-01-04 15:00:00	0
107	2015-01-04 15:30:00	0
108	2015-01-04 16:00:00	0
109	2015-01-04 16:30:00	0
110	2015-01-04 17:00:00	0
111	2015-01-04 17:30:00	0
112	2015-01-04 18:00:00	0
113	2015-01-04 18:30:00	0
114	2015-01-04 19:00:00	0
115	2015-01-04 19:30:00	0
116	2015-01-04 20:00:00	0
117	2015-01-04 20:30:00	0
118	2015-01-04 21:00:00	0
119	2015-01-04 21:30:00	0
120	2015-01-04 22:00:00	0
121	2015-01-04 22:30:00	0
122	2015-01-04 23:00:00	0
123	2015-01-04 23:30:00	0
124	2015-01-05 00:00:00	0
125	2015-01-05 00:30:00	0
126	2015-01-05 01:00:00	0
127	2015-01-05 01:30:00	0
128	2015-01-05 02:00:00	0
129	2015-01-05 02:30:00	0
130	2015-01-05 03:00:00	0
131	2015-01-05 03:30:00	0
132	2015-01-05 04:00:00	0
133	2015-01-05 04:30:00	0
134	2015-01-05 05:00:00	0
135	2015-01-05 05:30:00	0
136	2015-01-05 06:00:00	0
137	2015-01-05 06:30:00	0
138	2015-01-05 07:00:00	0
139	2015-01-05 07:30:00	0
140	2015-01-05 08:00:00	0
141	2015-01-05 08:30:00	0
142	2015-01-05 09:00:00	0
143	2015-01-05 09:30:00	0
144	2015-01-05 10:00:00	98
145	2015-01-05 10:30:00	482
146	2015-01-05 11:00:00	357
147	2015-01-05 11:30:00	444
148	2015-01-05 12:00:00	806
149	2015-01-05 12:30:00	350
150	2015-01-05 13:00:00	834
151	2015-01-05 13:30:00	830
152	2015-01-05 14:00:00	327
153	2015-01-05 14:30:00	304
154	2015-01-05 15:00:00	173
155	2015-01-05 15:30:00	171
156	2015-01-05 16:00:00	169
157	2015-01-05 16:30:00	170
158	2015-01-05 17:00:00	191
159	2015-01-05 17:30:00	211
160	2015-01-05 18:00:00	199
161	2015-01-05 18:30:00	1482
162	2015-01-05 19:00:00	1195
163	2015-01-05 19:30:00	201
164	2015-01-05 20:00:00	1548
165	2015-01-05 20:30:00	164
166	2015-01-05 21:00:00	193
167	2015-01-05 21:30:00	82
168	2015-01-05 22:00:00	1195
169	2015-01-05 22:30:00	0
170	2015-01-05 23:00:00	712
171	2015-01-05 23:30:00	0
172	2015-01-06 00:00:00	0
173	2015-01-06 00:30:00	0
174	2015-01-06 01:00:00	0
175	2015-01-06 01:30:00	0
176	2015-01-06 02:00:00	0
177	2015-01-06 02:30:00	0
178	2015-01-06 03:00:00	0
179	2015-01-06 03:30:00	0
180	2015-01-06 04:00:00	0
181	2015-01-06 04:30:00	0
182	2015-01-06 05:00:00	0
183	2015-01-06 05:30:00	0
184	2015-01-06 06:00:00	0
185	2015-01-06 06:30:00	0
186	2015-01-06 07:00:00	0
187	2015-01-06 07:30:00	0
188	2015-01-06 08:00:00	0
189	2015-01-06 08:30:00	0
190	2015-01-06 09:00:00	0
191	2015-01-06 09:30:00	0
192	2015-01-06 10:00:00	77
193	2015-01-06 10:30:00	107
194	2015-01-06 11:00:00	178
195	2015-01-06 11:30:00	106
196	2015-01-06 12:00:00	186
197	2015-01-06 12:30:00	158
198	2015-01-06 13:00:00	164
199	2015-01-06 13:30:00	134
200	2015-01-06 14:00:00	118
201	2015-01-06 14:30:00	88
202	2015-01-06 15:00:00	0
203	2015-01-06 15:30:00	0
204	2015-01-06 16:00:00	0
205	2015-01-06 16:30:00	0
206	2015-01-06 17:00:00	0
207	2015-01-06 17:30:00	0
208	2015-01-06 18:00:00	11
209	2015-01-06 18:30:00	0
210	2015-01-06 19:00:00	24
211	2015-01-06 19:30:00	0
212	2015-01-06 20:00:00	1402
213	2015-01-06 20:30:00	0
214	2015-01-06 21:00:00	84
215	2015-01-06 21:30:00	0
216	2015-01-06 22:00:00	35
217	2015-01-06 22:30:00	0
218	2015-01-06 23:00:00	80
219	2015-01-06 23:30:00	0
220	2015-01-07 00:00:00	0
221	2015-01-07 00:30:00	0
222	2015-01-07 01:00:00	0
223	2015-01-07 01:30:00	0
224	2015-01-07 02:00:00	0
225	2015-01-07 02:30:00	0
226	2015-01-07 03:00:00	0
227	2015-01-07 03:30:00	0
228	2015-01-07 04:00:00	0
229	2015-01-07 04:30:00	0
230	2015-01-07 05:00:00	0
231	2015-01-07 05:30:00	0
232	2015-01-07 06:00:00	0
233	2015-01-07 06:30:00	0
234	2015-01-07 07:00:00	0
235	2015-01-07 07:30:00	0
236	2015-01-07 08:00:00	0
237	2015-01-07 08:30:00	0
238	2015-01-07 09:00:00	0
239	2015-01-07 09:30:00	0
240	2015-01-07 10:00:00	232
241	2015-01-07 10:30:00	265
242	2015-01-07 11:00:00	229
243	2015-01-07 11:30:00	254
244	2015-01-07 12:00:00	260
245	2015-01-07 12:30:00	326
246	2015-01-07 13:00:00	3223
247	2015-01-07 13:30:00	436
248	2015-01-07 14:00:00	357
249	2015-01-07 14:30:00	210
250	2015-01-07 15:00:00	121
251	2015-01-07 15:30:00	112
252	2015-01-07 16:00:00	118
253	2015-01-07 16:30:00	85
254	2015-01-07 17:00:00	94
255	2015-01-07 17:30:00	141
256	2015-01-07 18:00:00	131
257	2015-01-07 18:30:00	267
258	2015-01-07 19:00:00	184
259	2015-01-07 19:30:00	191
260	2015-01-07 20:00:00	166
261	2015-01-07 20:30:00	274
262	2015-01-07 21:00:00	262
263	2015-01-07 21:30:00	64
264	2015-01-07 22:00:00	28
265	2015-01-07 22:30:00	0
266	2015-01-07 23:00:00	38
267	2015-01-07 23:30:00	0
268	2015-01-08 00:00:00	0
269	2015-01-08 00:30:00	0
270	2015-01-08 01:00:00	0
271	2015-01-08 01:30:00	0
272	2015-01-08 02:00:00	0
273	2015-01-08 02:30:00	0
274	2015-01-08 03:00:00	0
275	2015-01-08 03:30:00	0
276	2015-01-08 04:00:00	0
277	2015-01-08 04:30:00	0
278	2015-01-08 05:00:00	0
279	2015-01-08 05:30:00	0
280	2015-01-08 06:00:00	0
281	2015-01-08 06:30:00	0
282	2015-01-08 07:00:00	0
283	2015-01-08 07:30:00	0
284	2015-01-08 08:00:00	0
285	2015-01-08 08:30:00	0
286	2015-01-08 09:00:00	0
287	2015-01-08 09:30:00	0
288	2015-01-08 10:00:00	157
289	2015-01-08 10:30:00	219
290	2015-01-08 11:00:00	241
291	2015-01-08 11:30:00	390
292	2015-01-08 12:00:00	333
293	2015-01-08 12:30:00	391
294	2015-01-08 13:00:00	432
295	2015-01-08 13:30:00	626
296	2015-01-08 14:00:00	270
297	2015-01-08 14:30:00	204
