	ds	y
0	2015-01-02 10:00:00	384563
1	2015-01-02 10:30:00	104
2	2015-01-02 11:00:00	194
3	2015-01-02 11:30:00	245
4	2015-01-02 12:00:00	420
5	2015-01-02 12:30:00	252
6	2015-01-02 13:00:00	392
7	2015-01-02 13:30:00	321
8	2015-01-02 14:00:00	350
9	2015-01-02 14:30:00	443
10	2015-01-02 15:00:00	260
11	2015-01-02 15:30:00	171
12	2015-01-02 16:00:00	104
13	2015-01-02 16:30:00	21
14	2015-01-02 17:00:00	56
15	2015-01-02 17:30:00	55
16	2015-01-02 18:00:00	223
17	2015-01-02 18:30:00	206
18	2015-01-02 19:00:00	293
19	2015-01-02 19:30:00	184
20	2015-01-02 20:00:00	251
21	2015-01-02 20:30:00	769949
22	2015-01-02 21:00:00	166
23	2015-01-02 21:30:00	86
24	2015-01-02 22:00:00	0
25	2015-01-02 22:30:00	0
26	2015-01-02 23:00:00	0
27	2015-01-02 23:30:00	0
28	2015-01-03 00:00:00	0
29	2015-01-03 00:30:00	0
30	2015-01-03 01:00:00	0
31	2015-01-03 01:30:00	0
32	2015-01-03 02:00:00	0
33	2015-01-03 02:30:00	0
34	2015-01-03 03:00:00	0
35	2015-01-03 03:30:00	0
36	2015-01-03 04:00:00	0
37	2015-01-03 04:30:00	0
38	2015-01-03 05:00:00	0
39	2015-01-03 05:30:00	0
40	2015-01-03 06:00:00	0
41	2015-01-03 06:30:00	0
42	2015-01-03 07:00:00	0
43	2015-01-03 07:30:00	0
44	2015-01-03 08:00:00	0
45	2015-01-03 08:30:00	0
46	2015-01-03 09:00:00	0
47	2015-01-03 09:30:00	0
48	2015-01-03 10:00:00	32
49	2015-01-03 10:30:00	151
50	2015-01-03 11:00:00	315
51	2015-01-03 11:30:00	242
52	2015-01-03 12:00:00	356
53	2015-01-03 12:30:00	468
54	2015-01-03 13:00:00	349
55	2015-01-03 13:30:00	381
56	2015-01-03 14:00:00	481
57	2015-01-03 14:30:00	477
58	2015-01-03 15:00:00	381
59	2015-01-03 15:30:00	173
60	2015-01-03 16:00:00	45
61	2015-01-03 16:30:00	27
62	2015-01-03 17:00:00	224
63	2015-01-03 17:30:00	109
64	2015-01-03 18:00:00	263
65	2015-01-03 18:30:00	162
66	2015-01-03 19:00:00	203
67	2015-01-03 19:30:00	295
68	2015-01-03 20:00:00	301
69	2015-01-03 20:30:00	163
70	2015-01-03 21:00:00	276
71	2015-01-03 21:30:00	98
72	2015-01-03 22:00:00	0
73	2015-01-03 22:30:00	0
74	2015-01-03 23:00:00	0
75	2015-01-03 23:30:00	0
76	2015-01-04 00:00:00	0
77	2015-01-04 00:30:00	0
78	2015-01-04 01:00:00	0
79	2015-01-04 01:30:00	0
80	2015-01-04 02:00:00	0
81	2015-01-04 02:30:00	0
82	2015-01-04 03:00:00	0
83	2015-01-04 03:30:00	0
84	2015-01-04 04:00:00	0
85	2015-01-04 04:30:00	0
86	2015-01-04 05:00:00	0
87	2015-01-04 05:30:00	0
88	2015-01-04 06:00:00	0
89	2015-01-04 06:30:00	0
90	2015-01-04 07:00:00	0
91	2015-01-04 07:30:00	0
92	2015-01-04 08:00:00	0
93	2015-01-04 08:30:00	0
94	2015-01-04 09:00:00	0
95	2015-01-04 09:30:00	0
96	2015-01-04 10:00:00	25
97	2015-01-04 10:30:00	31
98	2015-01-04 11:00:00	64
99	2015-01-04 11:30:00	69
100	2015-01-04 12:00:00	80
101	2015-01-04 12:30:00	71
102	2015-01-04 13:00:00	133
103	2015-01-04 13:30:00	157
104	2015-01-04 14:00:00	123
105	2015-01-04 14:30:00	5
106	2015-01-04 15:00:00	0
107	2015-01-04 15:30:00	0
108	2015-01-04 16:00:00	0
109	2015-01-04 16:30:00	0
110	2015-01-04 17:00:00	0
111	2015-01-04 17:30:00	0
112	2015-01-04 18:00:00	0
113	2015-01-04 18:30:00	0
114	2015-01-04 19:00:00	0
115	2015-01-04 19:30:00	0
116	2015-01-04 20:00:00	0
117	2015-01-04 20:30:00	0
118	2015-01-04 21:00:00	0
119	2015-01-04 21:30:00	0
120	2015-01-04 22:00:00	0
121	2015-01-04 22:30:00	0
122	2015-01-04 23:00:00	0
123	2015-01-04 23:30:00	0
124	2015-01-05 00:00:00	0
125	2015-01-05 00:30:00	0
