	ds	y
0	2018-10-13 09:00:00	27
1	2018-10-13 09:30:00	31
2	2018-10-13 10:00:00	50155
3	2018-10-13 10:30:00	60
4	2018-10-13 11:00:00	157
5	2018-10-13 11:30:00	230
6	2018-10-13 12:00:00	469
7	2018-10-13 12:30:00	249
8	2018-10-13 13:00:00	304
9	2018-10-13 13:30:00	324
10	2018-10-13 14:00:00	152
11	2018-10-13 14:30:00	40
12	2018-10-13 15:00:00	47
13	2018-10-13 15:30:00	113
14	2018-10-13 16:00:00	24
15	2018-10-13 16:30:00	21
16	2018-10-13 17:00:00	55
17	2018-10-13 17:30:00	56
18	2018-10-13 18:00:00	93
19	2018-10-13 18:30:00	14
20	2018-10-13 19:00:00	48
21	2018-10-13 19:30:00	70
22	2018-10-13 20:00:00	66
23	2018-10-13 20:30:00	23120
24	2018-10-13 21:00:00	86
25	2018-10-13 21:30:00	13
26	2018-10-13 22:00:00	0
27	2018-10-13 22:30:00	0
28	2018-10-13 23:00:00	0
29	2018-10-13 23:30:00	0
30	2018-10-14 00:00:00	0
31	2018-10-14 00:30:00	0
32	2018-10-14 01:00:00	0
33	2018-10-14 01:30:00	0
34	2018-10-14 02:00:00	0
35	2018-10-14 02:30:00	0
36	2018-10-14 03:00:00	0
37	2018-10-14 03:30:00	0
38	2018-10-14 04:00:00	0
39	2018-10-14 04:30:00	0
40	2018-10-14 05:00:00	0
41	2018-10-14 05:30:00	0
42	2018-10-14 06:00:00	0
43	2018-10-14 06:30:00	0
44	2018-10-14 07:00:00	0
45	2018-10-14 07:30:00	0
46	2018-10-14 08:00:00	0
47	2018-10-14 08:30:00	0
48	2018-10-14 09:00:00	0
49	2018-10-14 09:30:00	23
50	2018-10-14 10:00:00	35
51	2018-10-14 10:30:00	82
52	2018-10-14 11:00:00	87
53	2018-10-14 11:30:00	114
54	2018-10-14 12:00:00	170
55	2018-10-14 12:30:00	144
56	2018-10-14 13:00:00	102
57	2018-10-14 13:30:00	72
58	2018-10-14 14:00:00	89
59	2018-10-14 14:30:00	34
60	2018-10-14 15:00:00	0
61	2018-10-14 15:30:00	0
62	2018-10-14 16:00:00	0
63	2018-10-14 16:30:00	0
64	2018-10-14 17:00:00	0
65	2018-10-14 17:30:00	0
66	2018-10-14 18:00:00	0
67	2018-10-14 18:30:00	0
68	2018-10-14 19:00:00	0
69	2018-10-14 19:30:00	0
70	2018-10-14 20:00:00	0
71	2018-10-14 20:30:00	0
72	2018-10-14 21:00:00	0
73	2018-10-14 21:30:00	0
74	2018-10-14 22:00:00	0
75	2018-10-14 22:30:00	0
76	2018-10-14 23:00:00	0
77	2018-10-14 23:30:00	0
78	2018-10-15 00:00:00	0
79	2018-10-15 00:30:00	0
80	2018-10-15 01:00:00	0
81	2018-10-15 01:30:00	0
82	2018-10-15 02:00:00	0
83	2018-10-15 02:30:00	0
84	2018-10-15 03:00:00	0
85	2018-10-15 03:30:00	0
86	2018-10-15 04:00:00	0
87	2018-10-15 04:30:00	0
88	2018-10-15 05:00:00	0
89	2018-10-15 05:30:00	0
90	2018-10-15 06:00:00	0
91	2018-10-15 06:30:00	-2
92	2018-10-15 07:00:00	0
93	2018-10-15 07:30:00	0
94	2018-10-15 08:00:00	0
95	2018-10-15 08:30:00	0
96	2018-10-15 09:00:00	26
97	2018-10-15 09:30:00	41
98	2018-10-15 10:00:00	64
99	2018-10-15 10:30:00	137
100	2018-10-15 11:00:00	97
101	2018-10-15 11:30:00	61
102	2018-10-15 12:00:00	219
103	2018-10-15 12:30:00	200
104	2018-10-15 13:00:00	237
105	2018-10-15 13:30:00	212
106	2018-10-15 14:00:00	128
107	2018-10-15 14:30:00	94
108	2018-10-15 15:00:00	24
109	2018-10-15 15:30:00	52
