	ds	y
0	2019-05-16 08:00:00	0
1	2019-05-16 08:30:00	0
2	2019-05-16 09:00:00	41
3	2019-05-16 09:30:00	1378
4	2019-05-16 10:00:00	69966
5	2019-05-16 10:30:00	2537
6	2019-05-16 11:00:00	1935
7	2019-05-16 11:30:00	1521
8	2019-05-16 12:00:00	843
9	2019-05-16 12:30:00	1277
10	2019-05-16 13:00:00	629
11	2019-05-16 13:30:00	496
12	2019-05-16 14:00:00	476
13	2019-05-16 14:30:00	447
14	2019-05-16 15:00:00	292
15	2019-05-16 15:30:00	283
16	2019-05-16 16:00:00	295
17	2019-05-16 16:30:00	361
18	2019-05-16 17:00:00	255
19	2019-05-16 17:30:00	266
20	2019-05-16 18:00:00	386
21	2019-05-16 18:30:00	451
22	2019-05-16 19:00:00	498
23	2019-05-16 19:30:00	417
24	2019-05-16 20:00:00	413
25	2019-05-16 20:30:00	104679
26	2019-05-16 21:00:00	459
27	2019-05-16 21:30:00	199
28	2019-05-16 22:00:00	0
29	2019-05-16 22:30:00	0
30	2019-05-16 23:00:00	0
31	2019-05-16 23:30:00	0
32	2019-05-17 00:00:00	0
33	2019-05-17 00:30:00	0
34	2019-05-17 01:00:00	0
35	2019-05-17 01:30:00	0
36	2019-05-17 02:00:00	0
37	2019-05-17 02:30:00	0
38	2019-05-17 03:00:00	0
39	2019-05-17 03:30:00	0
40	2019-05-17 04:00:00	0
41	2019-05-17 04:30:00	0
42	2019-05-17 05:00:00	0
43	2019-05-17 05:30:00	0
44	2019-05-17 06:00:00	0
45	2019-05-17 06:30:00	0
46	2019-05-17 07:00:00	0
47	2019-05-17 07:30:00	0
48	2019-05-17 08:00:00	0
49	2019-05-17 08:30:00	1
50	2019-05-17 09:00:00	41
51	2019-05-17 09:30:00	288
52	2019-05-17 10:00:00	180
53	2019-05-17 10:30:00	334
54	2019-05-17 11:00:00	236
55	2019-05-17 11:30:00	171
56	2019-05-17 12:00:00	368
57	2019-05-17 12:30:00	522
58	2019-05-17 13:00:00	523
59	2019-05-17 13:30:00	375
60	2019-05-17 14:00:00	389
61	2019-05-17 14:30:00	287
62	2019-05-17 15:00:00	154
63	2019-05-17 15:30:00	144
64	2019-05-17 16:00:00	152
65	2019-05-17 16:30:00	159
66	2019-05-17 17:00:00	194
67	2019-05-17 17:30:00	137
68	2019-05-17 18:00:00	385
69	2019-05-17 18:30:00	337
70	2019-05-17 19:00:00	236
71	2019-05-17 19:30:00	401
72	2019-05-17 20:00:00	349
73	2019-05-17 20:30:00	421
74	2019-05-17 21:00:00	303
75	2019-05-17 21:30:00	172
76	2019-05-17 22:00:00	0
77	2019-05-17 22:30:00	0
78	2019-05-17 23:00:00	0
79	2019-05-17 23:30:00	0
80	2019-05-18 00:00:00	0
81	2019-05-18 00:30:00	0
82	2019-05-18 01:00:00	0
83	2019-05-18 01:30:00	0
84	2019-05-18 02:00:00	0
85	2019-05-18 02:30:00	0
86	2019-05-18 03:00:00	0
87	2019-05-18 03:30:00	0
88	2019-05-18 04:00:00	0
89	2019-05-18 04:30:00	0
90	2019-05-18 05:00:00	0
91	2019-05-18 05:30:00	0
92	2019-05-18 06:00:00	0
93	2019-05-18 06:30:00	0
94	2019-05-18 07:00:00	0
95	2019-05-18 07:30:00	0
96	2019-05-18 08:00:00	0
97	2019-05-18 08:30:00	0
98	2019-05-18 09:00:00	34
99	2019-05-18 09:30:00	110
100	2019-05-18 10:00:00	227
101	2019-05-18 10:30:00	299
102	2019-05-18 11:00:00	302
103	2019-05-18 11:30:00	569
104	2019-05-18 12:00:00	446
105	2019-05-18 12:30:00	651
106	2019-05-18 13:00:00	503
107	2019-05-18 13:30:00	828
108	2019-05-18 14:00:00	544
109	2019-05-18 14:30:00	513
110	2019-05-18 15:00:00	334
111	2019-05-18 15:30:00	286
112	2019-05-18 16:00:00	284
113	2019-05-18 16:30:00	203
114	2019-05-18 17:00:00	345
115	2019-05-18 17:30:00	197
116	2019-05-18 18:00:00	303
117	2019-05-18 18:30:00	288
118	2019-05-18 19:00:00	256
119	2019-05-18 19:30:00	313
120	2019-05-18 20:00:00	503
121	2019-05-18 20:30:00	413
122	2019-05-18 21:00:00	313
123	2019-05-18 21:30:00	202
124	2019-05-18 22:00:00	0
125	2019-05-18 22:30:00	0
126	2019-05-18 23:00:00	0
127	2019-05-18 23:30:00	0
128	2019-05-19 00:00:00	0
129	2019-05-19 00:30:00	0
130	2019-05-19 01:00:00	0
131	2019-05-19 01:30:00	0
132	2019-05-19 02:00:00	0
133	2019-05-19 02:30:00	0
134	2019-05-19 03:00:00	0
135	2019-05-19 03:30:00	0
136	2019-05-19 04:00:00	0
137	2019-05-19 04:30:00	0
138	2019-05-19 05:00:00	0
139	2019-05-19 05:30:00	0
140	2019-05-19 06:00:00	0
141	2019-05-19 06:30:00	0
142	2019-05-19 07:00:00	0
143	2019-05-19 07:30:00	0
144	2019-05-19 08:00:00	0
145	2019-05-19 08:30:00	0
146	2019-05-19 09:00:00	0
147	2019-05-19 09:30:00	0
148	2019-05-19 10:00:00	0
149	2019-05-19 10:30:00	0
150	2019-05-19 11:00:00	0
151	2019-05-19 11:30:00	0
152	2019-05-19 12:00:00	0
153	2019-05-19 12:30:00	0
154	2019-05-19 13:00:00	0
155	2019-05-19 13:30:00	0
156	2019-05-19 14:00:00	0
157	2019-05-19 14:30:00	0
158	2019-05-19 15:00:00	0
159	2019-05-19 15:30:00	0
160	2019-05-19 16:00:00	0
161	2019-05-19 16:30:00	0
162	2019-05-19 17:00:00	0
163	2019-05-19 17:30:00	0
164	2019-05-19 18:00:00	0
165	2019-05-19 18:30:00	0
166	2019-05-19 19:00:00	0
167	2019-05-19 19:30:00	0
168	2019-05-19 20:00:00	0
169	2019-05-19 20:30:00	0
170	2019-05-19 21:00:00	0
171	2019-05-19 21:30:00	0
172	2019-05-19 22:00:00	0
173	2019-05-19 22:30:00	0
174	2019-05-19 23:00:00	0
175	2019-05-19 23:30:00	0
176	2019-05-20 00:00:00	0
177	2019-05-20 00:30:00	0
178	2019-05-20 01:00:00	0
179	2019-05-20 01:30:00	0
180	2019-05-20 02:00:00	0
181	2019-05-20 02:30:00	0
182	2019-05-20 03:00:00	0
183	2019-05-20 03:30:00	0
184	2019-05-20 04:00:00	0
185	2019-05-20 04:30:00	0
186	2019-05-20 05:00:00	0
187	2019-05-20 05:30:00	0
188	2019-05-20 06:00:00	0
189	2019-05-20 06:30:00	0
190	2019-05-20 07:00:00	0
191	2019-05-20 07:30:00	0
192	2019-05-20 08:00:00	0
193	2019-05-20 08:30:00	0
194	2019-05-20 09:00:00	57
195	2019-05-20 09:30:00	159
196	2019-05-20 10:00:00	237
197	2019-05-20 10:30:00	172
198	2019-05-20 11:00:00	319
199	2019-05-20 11:30:00	237
200	2019-05-20 12:00:00	345
201	2019-05-20 12:30:00	392
202	2019-05-20 13:00:00	390
203	2019-05-20 13:30:00	339
204	2019-05-20 14:00:00	172
205	2019-05-20 14:30:00	260
206	2019-05-20 15:00:00	146
207	2019-05-20 15:30:00	160
208	2019-05-20 16:00:00	148
209	2019-05-20 16:30:00	108
210	2019-05-20 17:00:00	145
211	2019-05-20 17:30:00	109
212	2019-05-20 18:00:00	242
213	2019-05-20 18:30:00	235
214	2019-05-20 19:00:00	316
215	2019-05-20 19:30:00	326
216	2019-05-20 20:00:00	487
217	2019-05-20 20:30:00	314
218	2019-05-20 21:00:00	334
219	2019-05-20 21:30:00	152
220	2019-05-20 22:00:00	0
221	2019-05-20 22:30:00	0
222	2019-05-20 23:00:00	0
223	2019-05-20 23:30:00	0
224	2019-05-21 00:00:00	0
225	2019-05-21 00:30:00	0
226	2019-05-21 01:00:00	0
227	2019-05-21 01:30:00	0
228	2019-05-21 02:00:00	0
229	2019-05-21 02:30:00	0
230	2019-05-21 03:00:00	0
231	2019-05-21 03:30:00	0
232	2019-05-21 04:00:00	0
233	2019-05-21 04:30:00	0
234	2019-05-21 05:00:00	0
235	2019-05-21 05:30:00	0
